2020-02-12 17:24:02,976 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Feb 12 17:24:02 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-02-13 07:57:34,690 | WARN  | Transport Connection to: tcp://172.17.0.1:48536 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48536@1883
2020-02-13 07:57:34,690 | WARN  | Transport Connection to: tcp://172.17.0.1:48552 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48552@1883
2020-02-13 07:57:34,689 | WARN  | Transport Connection to: tcp://172.17.0.1:48540 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48540@1883
2020-02-13 07:57:34,689 | WARN  | Transport Connection to: tcp://172.17.0.1:48544 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48544@1883
2020-02-13 07:57:34,664 | WARN  | Transport Connection to: tcp://172.17.0.1:48556 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48556@1883
2020-02-13 07:57:34,662 | WARN  | Transport Connection to: tcp://172.17.0.1:48560 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48560@1883
2020-02-13 07:57:34,659 | WARN  | Transport Connection to: tcp://172.17.0.1:48588 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48588@1883
2020-02-13 07:57:34,659 | WARN  | Transport Connection to: tcp://172.17.0.1:48564 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48564@1883
2020-02-13 07:57:34,659 | WARN  | Transport Connection to: tcp://172.17.0.1:48576 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48576@1883
2020-02-13 07:57:34,658 | WARN  | Transport Connection to: tcp://172.17.0.1:48568 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48568@1883
2020-02-13 07:57:34,658 | WARN  | Transport Connection to: tcp://172.17.0.1:48572 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48572@1883
2020-02-13 07:57:34,657 | WARN  | Transport Connection to: tcp://172.17.0.1:48584 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48584@1883
2020-02-13 07:57:34,657 | WARN  | Transport Connection to: tcp://172.17.0.1:48580 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48580@1883
2020-02-13 07:57:34,657 | WARN  | Transport Connection to: tcp://172.17.0.1:48592 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48592@1883
2020-02-13 07:58:44,980 | WARN  | Transport Connection to: tcp://172.17.0.1:48840 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48840@1883
2020-02-13 07:58:44,982 | WARN  | Transport Connection to: tcp://172.17.0.1:48820 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48820@1883
2020-02-13 07:58:44,989 | WARN  | Transport Connection to: tcp://172.17.0.1:48808 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48808@1883
2020-02-13 07:58:44,981 | WARN  | Transport Connection to: tcp://172.17.0.1:48828 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48828@1883
2020-02-13 07:58:45,000 | WARN  | Transport Connection to: tcp://172.17.0.1:48764 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48764@1883
2020-02-13 07:58:44,981 | WARN  | Transport Connection to: tcp://172.17.0.1:48836 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48836@1883
2020-02-13 07:58:44,981 | WARN  | Transport Connection to: tcp://172.17.0.1:48824 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48824@1883
2020-02-13 07:58:44,981 | WARN  | Transport Connection to: tcp://172.17.0.1:48832 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48832@1883
2020-02-13 07:58:45,005 | WARN  | Transport Connection to: tcp://172.17.0.1:48740 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48740@1883
2020-02-13 07:58:45,005 | WARN  | Transport Connection to: tcp://172.17.0.1:48748 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48748@1883
2020-02-13 07:58:45,005 | WARN  | Transport Connection to: tcp://172.17.0.1:48744 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48744@1883
2020-02-13 07:58:45,002 | WARN  | Transport Connection to: tcp://172.17.0.1:48732 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48732@1883
2020-02-13 07:58:45,002 | WARN  | Transport Connection to: tcp://172.17.0.1:48752 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48752@1883
2020-02-13 07:58:45,000 | WARN  | Transport Connection to: tcp://172.17.0.1:48756 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48756@1883
2020-02-13 07:58:45,000 | WARN  | Transport Connection to: tcp://172.17.0.1:48736 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48736@1883
2020-02-13 07:58:45,000 | WARN  | Transport Connection to: tcp://172.17.0.1:48768 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48768@1883
2020-02-13 07:58:44,997 | WARN  | Transport Connection to: tcp://172.17.0.1:48760 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48760@1883
2020-02-13 07:58:44,997 | WARN  | Transport Connection to: tcp://172.17.0.1:48772 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48772@1883
2020-02-13 07:58:44,994 | WARN  | Transport Connection to: tcp://172.17.0.1:48776 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48776@1883
2020-02-13 07:58:44,994 | WARN  | Transport Connection to: tcp://172.17.0.1:48784 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48784@1883
2020-02-13 07:58:44,994 | WARN  | Transport Connection to: tcp://172.17.0.1:48780 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48780@1883
2020-02-13 07:58:44,992 | WARN  | Transport Connection to: tcp://172.17.0.1:48788 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48788@1883
2020-02-13 07:58:44,989 | WARN  | Transport Connection to: tcp://172.17.0.1:48792 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48792@1883
2020-02-13 07:58:44,989 | WARN  | Transport Connection to: tcp://172.17.0.1:48800 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48800@1883
2020-02-13 07:58:44,989 | WARN  | Transport Connection to: tcp://172.17.0.1:48796 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48796@1883
2020-02-13 07:58:44,989 | WARN  | Transport Connection to: tcp://172.17.0.1:48804 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48804@1883
2020-02-13 07:58:44,986 | WARN  | Transport Connection to: tcp://172.17.0.1:48812 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48812@1883
2020-02-13 07:58:44,984 | WARN  | Transport Connection to: tcp://172.17.0.1:48816 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:48816@1883
2020-02-13 08:06:38,462 | WARN  | Transport Connection to: tcp://172.17.0.1:49716 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49716@1883
2020-02-13 08:06:38,463 | WARN  | Transport Connection to: tcp://172.17.0.1:49708 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49708@1883
2020-02-13 08:06:38,462 | WARN  | Transport Connection to: tcp://172.17.0.1:49720 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49720@1883
2020-02-13 08:06:38,462 | WARN  | Transport Connection to: tcp://172.17.0.1:49712 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49712@1883
2020-02-13 08:06:38,462 | WARN  | Transport Connection to: tcp://172.17.0.1:49724 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49724@1883
2020-02-13 08:06:38,476 | WARN  | Transport Connection to: tcp://172.17.0.1:49668 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49668@1883
2020-02-13 08:06:38,475 | WARN  | Transport Connection to: tcp://172.17.0.1:49676 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49676@1883
2020-02-13 08:06:38,475 | WARN  | Transport Connection to: tcp://172.17.0.1:49692 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49692@1883
2020-02-13 08:06:38,472 | WARN  | Transport Connection to: tcp://172.17.0.1:49704 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49704@1883
2020-02-13 08:06:38,472 | WARN  | Transport Connection to: tcp://172.17.0.1:49696 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49696@1883
2020-02-13 08:06:38,470 | WARN  | Transport Connection to: tcp://172.17.0.1:49688 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49688@1883
2020-02-13 08:06:38,467 | WARN  | Transport Connection to: tcp://172.17.0.1:49700 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49700@1883
2020-02-13 08:06:38,511 | WARN  | Transport Connection to: tcp://172.17.0.1:49656 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49656@1883
2020-02-13 08:06:38,510 | WARN  | Transport Connection to: tcp://172.17.0.1:49632 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49632@1883
2020-02-13 08:06:38,509 | WARN  | Transport Connection to: tcp://172.17.0.1:49648 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49648@1883
2020-02-13 08:06:38,506 | WARN  | Transport Connection to: tcp://172.17.0.1:49640 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49640@1883
2020-02-13 08:06:38,506 | WARN  | Transport Connection to: tcp://172.17.0.1:49664 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49664@1883
2020-02-13 08:06:38,506 | WARN  | Transport Connection to: tcp://172.17.0.1:49604 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49604@1883
2020-02-13 08:06:38,489 | WARN  | Transport Connection to: tcp://172.17.0.1:49620 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49620@1883
2020-02-13 08:06:38,489 | WARN  | Transport Connection to: tcp://172.17.0.1:49612 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49612@1883
2020-02-13 08:06:38,483 | WARN  | Transport Connection to: tcp://172.17.0.1:49628 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49628@1883
2020-02-13 08:06:38,483 | WARN  | Transport Connection to: tcp://172.17.0.1:49652 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49652@1883
2020-02-13 08:06:38,483 | WARN  | Transport Connection to: tcp://172.17.0.1:49644 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49644@1883
2020-02-13 08:06:38,482 | WARN  | Transport Connection to: tcp://172.17.0.1:49660 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49660@1883
2020-02-13 08:06:38,482 | WARN  | Transport Connection to: tcp://172.17.0.1:49636 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49636@1883
2020-02-13 08:06:38,481 | WARN  | Transport Connection to: tcp://172.17.0.1:49672 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49672@1883
2020-02-13 08:06:38,583 | WARN  | Transport Connection to: tcp://172.17.0.1:49548 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49548@1883
2020-02-13 08:06:38,579 | WARN  | Transport Connection to: tcp://172.17.0.1:49556 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49556@1883
2020-02-13 08:06:38,577 | WARN  | Transport Connection to: tcp://172.17.0.1:49584 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49584@1883
2020-02-13 08:06:38,576 | WARN  | Transport Connection to: tcp://172.17.0.1:49564 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49564@1883
2020-02-13 08:06:38,575 | WARN  | Transport Connection to: tcp://172.17.0.1:49572 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49572@1883
2020-02-13 08:06:38,544 | WARN  | Transport Connection to: tcp://172.17.0.1:49580 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49580@1883
2020-02-13 08:06:38,533 | WARN  | Transport Connection to: tcp://172.17.0.1:49592 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49592@1883
2020-02-13 08:06:38,533 | WARN  | Transport Connection to: tcp://172.17.0.1:49600 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49600@1883
2020-02-13 08:06:38,519 | WARN  | Transport Connection to: tcp://172.17.0.1:49616 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49616@1883
2020-02-13 08:06:38,518 | WARN  | Transport Connection to: tcp://172.17.0.1:49608 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49608@1883
2020-02-13 08:06:38,518 | WARN  | Transport Connection to: tcp://172.17.0.1:49624 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49624@1883
2020-02-13 08:06:38,513 | WARN  | Transport Connection to: tcp://172.17.0.1:49588 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49588@1883
2020-02-13 08:06:38,511 | WARN  | Transport Connection to: tcp://172.17.0.1:49596 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49596@1883
2020-02-13 08:06:38,644 | WARN  | Transport Connection to: tcp://172.17.0.1:49568 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49568@1883
2020-02-13 08:06:38,639 | WARN  | Transport Connection to: tcp://172.17.0.1:49576 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49576@1883
2020-02-13 08:06:38,589 | WARN  | Transport Connection to: tcp://172.17.0.1:49532 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49532@1883
2020-02-13 08:06:38,588 | WARN  | Transport Connection to: tcp://172.17.0.1:49540 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49540@1883
2020-02-13 08:06:38,666 | WARN  | Transport Connection to: tcp://172.17.0.1:49524 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49524@1883
2020-02-13 08:06:38,664 | WARN  | Transport Connection to: tcp://172.17.0.1:49516 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49516@1883
2020-02-13 08:06:38,664 | WARN  | Transport Connection to: tcp://172.17.0.1:49560 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49560@1883
2020-02-13 08:06:38,673 | WARN  | Transport Connection to: tcp://172.17.0.1:49508 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49508@1883
2020-02-13 08:06:38,673 | WARN  | Transport Connection to: tcp://172.17.0.1:49552 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49552@1883
2020-02-13 08:06:38,669 | WARN  | Transport Connection to: tcp://172.17.0.1:49544 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49544@1883
2020-02-13 08:06:38,736 | WARN  | Transport Connection to: tcp://172.17.0.1:49484 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49484@1883
2020-02-13 08:06:38,702 | WARN  | Transport Connection to: tcp://172.17.0.1:49500 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49500@1883
2020-02-13 08:06:38,739 | WARN  | Transport Connection to: tcp://172.17.0.1:49492 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49492@1883
2020-02-13 08:06:38,738 | WARN  | Transport Connection to: tcp://172.17.0.1:49476 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49476@1883
2020-02-13 08:06:38,750 | WARN  | Transport Connection to: tcp://172.17.0.1:49468 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49468@1883
2020-02-13 08:06:38,751 | WARN  | Transport Connection to: tcp://172.17.0.1:49460 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49460@1883
2020-02-13 08:06:38,754 | WARN  | Transport Connection to: tcp://172.17.0.1:49536 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49536@1883
2020-02-13 08:06:38,754 | WARN  | Transport Connection to: tcp://172.17.0.1:49452 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49452@1883
2020-02-13 08:06:38,760 | WARN  | Transport Connection to: tcp://172.17.0.1:49420 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49420@1883
2020-02-13 08:06:38,759 | WARN  | Transport Connection to: tcp://172.17.0.1:49444 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49444@1883
2020-02-13 08:06:38,757 | WARN  | Transport Connection to: tcp://172.17.0.1:49528 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49528@1883
2020-02-13 08:06:38,769 | WARN  | Transport Connection to: tcp://172.17.0.1:49380 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49380@1883
2020-02-13 08:06:38,767 | WARN  | Transport Connection to: tcp://172.17.0.1:49404 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49404@1883
2020-02-13 08:06:38,767 | WARN  | Transport Connection to: tcp://172.17.0.1:49396 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49396@1883
2020-02-13 08:06:38,766 | WARN  | Transport Connection to: tcp://172.17.0.1:49428 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49428@1883
2020-02-13 08:06:38,776 | WARN  | Transport Connection to: tcp://172.17.0.1:49372 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49372@1883
2020-02-13 08:06:38,773 | WARN  | Transport Connection to: tcp://172.17.0.1:49436 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49436@1883
2020-02-13 08:06:38,772 | WARN  | Transport Connection to: tcp://172.17.0.1:49412 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49412@1883
2020-02-13 08:06:38,771 | WARN  | Transport Connection to: tcp://172.17.0.1:49388 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49388@1883
2020-02-13 08:06:38,793 | WARN  | Transport Connection to: tcp://172.17.0.1:49356 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49356@1883
2020-02-13 08:06:38,796 | WARN  | Transport Connection to: tcp://172.17.0.1:49268 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49268@1883
2020-02-13 08:06:38,792 | WARN  | Transport Connection to: tcp://172.17.0.1:49348 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49348@1883
2020-02-13 08:06:38,792 | WARN  | Transport Connection to: tcp://172.17.0.1:49364 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49364@1883
2020-02-13 08:06:38,791 | WARN  | Transport Connection to: tcp://172.17.0.1:49204 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49204@1883
2020-02-13 08:06:38,790 | WARN  | Transport Connection to: tcp://172.17.0.1:49252 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49252@1883
2020-02-13 08:06:38,790 | WARN  | Transport Connection to: tcp://172.17.0.1:49228 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49228@1883
2020-02-13 08:06:38,789 | WARN  | Transport Connection to: tcp://172.17.0.1:49340 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49340@1883
2020-02-13 08:06:38,789 | WARN  | Transport Connection to: tcp://172.17.0.1:49244 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49244@1883
2020-02-13 08:06:38,788 | WARN  | Transport Connection to: tcp://172.17.0.1:49220 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49220@1883
2020-02-13 08:06:38,788 | WARN  | Transport Connection to: tcp://172.17.0.1:49212 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49212@1883
2020-02-13 08:06:38,788 | WARN  | Transport Connection to: tcp://172.17.0.1:49236 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49236@1883
2020-02-13 08:06:38,786 | WARN  | Transport Connection to: tcp://172.17.0.1:49332 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49332@1883
2020-02-13 08:06:38,785 | WARN  | Transport Connection to: tcp://172.17.0.1:49260 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49260@1883
2020-02-13 08:06:38,785 | WARN  | Transport Connection to: tcp://172.17.0.1:49292 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49292@1883
2020-02-13 08:06:38,784 | WARN  | Transport Connection to: tcp://172.17.0.1:49300 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49300@1883
2020-02-13 08:06:38,784 | WARN  | Transport Connection to: tcp://172.17.0.1:49308 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.17.0.1:49308@1883
